tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2004-506,Buenos Aires,Clay,32,A,20040216,31,103909,1,,Guillermo Coria,R,175,ARG,22,102845,2,,Carlos Moya,R,190,ESP,27.4,6-4 6-1,3,F,72,0,0,40,32,26,7,8,1,1,1,3,71,39,23,14,9,7,11,4,3185,7,2345
2024-0506,Buenos Aires,Clay,32,A,20240212,300,207680,,WC,Facundo Diaz Acosta,L,183,ARG,23.1,111797,3,,Nicolas Jarry,R,201,CHI,28.3,6-3 6-4,3,F,104,2,2,70,52,38,11,10,6,6,1,1,54,37,26,8,9,3,5,87,677,21,1810
2003-506,Buenos Aires,Clay,32,A,20030217,31,102845,1,,Carlos Moya,R,190,ESP,26.4,103909,8,,Guillermo Coria,R,175,ARG,21,6-3 4-6 6-4,3,F,115,6,1,82,59,45,9,15,2,5,1,0,94,71,50,7,14,9,13,4,2630,36,960
2018-0506,Buenos Aires,Clay,32,A,20180212,300,106233,1,,Dominic Thiem,R,185,AUT,24.4,105379,,,Aljaz Bedene,R,181,SLO,28.5,6-2 6-4,3,F,90,3,1,59,36,25,15,9,2,2,3,3,62,30,19,14,9,6,9,6,4060,51,968
2005-506,Buenos Aires,Clay,32,A,20050207,31,103292,2,,Gaston Gaudio,R,175,ARG,26.1,103264,,WC,Mariano Puerta,L,180,ARG,26.3,6-4 6-4,3,F,92,4,1,62,40,30,14,10,0,0,1,0,58,30,20,17,10,3,5,8,2095,117,398
2021-9481,Cagliari,Clay,32,A,20210405,300,132283,3,,Lorenzo Sonego,R,191,ITA,25.9,111513,,,Laslo Djere,R,188,SRB,25.8,2-6 7-6(5) 6-4,3,F,181,1,0,112,76,53,16,15,9,12,5,8,101,58,41,26,15,7,9,34,1717,57,1133
2003-360,Casablanca,Clay,32,A,20030407,31,102369,,,Julien Boutter,R,190,FRA,29,101962,1,,Younes El Aynaoui,R,193,MAR,31.5,6-2 2-6 6-1,3,F,98,1,7,71,43,34,13,12,5,7,1,4,74,48,29,13,11,10,14,102,380,17,1490
2014-360,Casablanca,Clay,28,A,20140407,27,104198,8,,Guillermo Garcia Lopez,R,188,ESP,30.8,104719,4,,Marcel Granollers,R,190,ESP,27.9,5-7 6-4 6-3,3,F,159,1,6,89,56,43,16,16,3,7,3,2,88,53,32,19,15,7,12,53,866,36,1110
2009-360,Casablanca,Clay,32,A,20090406,31,103507,,,Juan Carlos Ferrero,R,183,ESP,29.1,103722,5,,Florent Serra,R,180,FRA,28.1,6-4 7-5,3,F,97,5,3,59,42,29,5,11,3,7,0,2,78,47,25,14,11,6,12,115,740,47,1251
1999-360,Casablanca,Clay,32,A,19990322,31,103252,7,,Alberto Martin,R,175,ESP,20.5,102950,3,,Fernando Vicente,R,180,ESP,22,6-3 6-4,3,F,78,1,2,59,43,28,9,10,3,5,1,3,70,52,31,6,9,7,11,94,532,58,769
2008-360,Casablanca,Clay,32,A,20080518,31,104468,,Q,Gilles Simon,R,183,FRA,23.3,103898,5,,Julien Benneteau,R,185,FRA,26.4,7-5 6-2,3,F,77,3,0,51,34,29,9,10,1,2,3,3,70,48,29,9,10,4,8,36,900,65,570
2015-360,Casablanca,Clay,28,A,20150406,27,105373,2,,Martin Klizan,L,190,SVK,25.7,104593,,,Daniel Gimeno Traver,R,185,ESP,29.6,6-2 6-2,3,F,76,2,3,56,29,23,15,8,7,7,2,3,54,36,23,7,8,2,6,41,1042,95,571
2000-360,Casablanca,Clay,32,A,20000410,31,102950,6,,Fernando Vicente,R,180,ESP,23,103206,4,,Sebastien Grosjean,R,175,FRA,21.8,6-4 4-6 7-6(3),3,F,148,0,1,95,61,38,21,16,3,8,0,1,122,94,56,12,16,7,12,45,794,29,971
2006-360,Casablanca,Clay,32,A,20060424,31,103110,7,,Daniele Bracciali,R,180,ITA,28.2,103454,1,,Nicolas Massu,R,183,CHI,26.5,6-1 6-4,3,F,93,9,0,57,33,27,13,9,4,4,4,2,61,31,21,12,8,8,11,68,589,37,865
2010-360,Casablanca,Clay,28,A,20100405,27,104527,1,,Stan Wawrinka,R,183,SUI,25,103812,3,,Victor Hanescu,R,198,ROU,28.7,6-2 6-3,3,F,78,3,2,57,30,24,13,9,4,5,0,2,49,37,22,4,8,5,9,23,1630,43,920
2011-360,Casablanca,Clay,28,A,20110404,27,104665,,,Pablo Andujar,R,180,ESP,25.1,103808,5,,Potito Starace,R,188,ITA,29.7,6-1 6-2,3,F,75,0,2,54,31,25,12,8,2,2,2,0,47,33,17,7,7,4,8,69,751,47,990
2001-360,Casablanca,Clay,32,A,20010409,31,103084,,Q,Guillermo Canas,R,185,ARG,23.3,103990,,,Tommy Robredo,R,180,ESP,18.9,7-5 6-2,3,F,82,4,1,66,37,27,17,10,6,7,1,2,60,38,23,9,10,3,7,128,306,114,363
2002-360,Casablanca,Clay,32,A,20020408,31,101962,2,,Younes El Aynaoui,R,193,MAR,30.5,103084,1,,Guillermo Canas,R,185,ARG,24.3,3-6 6-3 6-2,3,F,133,6,7,76,48,34,14,13,5,7,6,4,79,52,34,14,13,8,12,20,1373,17,1620
2012-360,Casablanca,Clay,28,A,20120409,27,104665,3,,Pablo Andujar,R,180,ESP,26.2,105077,7,,Albert Ramos,L,188,ESP,24.2,6-1 7-6(5),3,F,106,1,6,82,57,40,11,9,3,4,0,0,55,29,15,14,10,0,4,58,795,52,857
2013-360,Casablanca,Clay,28,A,20130408,27,103990,,,Tommy Robredo,R,180,ESP,30.9,104731,2,,Kevin Anderson,R,203,RSA,26.8,7-6(6) 4-6 6-3,3,F,139,3,5,101,57,45,24,16,5,7,5,4,95,61,43,21,15,1,3,72,680,29,1190
2005-360,Casablanca,Clay,32,A,20050404,31,103264,6,,Mariano Puerta,L,180,ARG,26.5,104338,,,Juan Monaco,R,185,ARG,21,6-4 6-1,3,F,78,0,2,59,42,28,11,9,6,7,1,1,44,31,17,6,8,2,6,59,635,101,419
1998-360,Casablanca,Clay,32,A,19980323,31,102247,4,,Andrea Gaudenzi,R,183,ITA,24.6,102231,,,Alex Calatrava,R,190,ESP,24.7,6-4 5-7 6-4,3,F,137,0,5,86,52,37,16,16,1,5,6,3,116,73,49,16,16,7,12,57,785,110,444
2004-360,Casablanca,Clay,32,A,20040517,31,103490,,Q,Santiago Ventura,R,183,ESP,24.3,103103,1,,Dominik Hrbaty,R,183,SVK,26.3,6-3 1-6 6-4,3,F,116,6,7,83,37,28,24,13,6,8,4,3,93,67,47,11,13,9,11,316,104,32,1022
2007-360,Casablanca,Clay,32,A,20070423,31,103908,8,,Paul Henri Mathieu,R,185,FRA,25.2,103656,,,Albert Montanes,R,175,ESP,26.4,6-1 6-1,3,F,63,5,0,36,18,17,12,7,1,1,2,5,51,32,19,4,7,8,13,57,620,77,523
2017-7581,Chengdu,Hard,32,A,20170925,300,104797,,,Denis Istomin,R,188,UZB,31,104571,,,Marcos Baghdatis,R,183,CYP,32.2,3-2 RET,3,F,23,3,0,16,10,7,5,3,0,0,1,2,16,4,2,7,2,0,0,78,671,113,495
2024-7581,Chengdu,Hard,28,A,20240918,400,209992,,,Juncheng Shang,L,180,CHN,19.6,207518,1,,Lorenzo Musetti,R,185,ITA,22.5,7-6(4) 6-1,3,F,99,5,0,72,49,36,12,10,2,3,2,0,61,46,28,8,9,2,5,67,795,19,2345
2019-7581,Chengdu,Hard,32,A,20190923,300,105807,,,Pablo Carreno Busta,R,188,ESP,28.1,122330,,,Alexander Bublik,R,196,KAZ,22.2,6-7(5) 6-4 7-6(3),3,F,125,7,0,95,75,62,15,17,1,1,31,11,112,68,56,24,17,6,7,63,942,71,860
2016-7581,Chengdu,Hard,32,A,20160926,300,111575,,,Karen Khachanov,R,198,RUS,20.3,105077,5,,Albert Ramos,L,188,ESP,28.6,6-7(4) 7-6(3) 6-3,3,F,159,14,7,105,53,39,31,17,0,2,6,3,115,64,44,30,16,6,9,101,599,31,1340
2018-7581,Chengdu,Hard,32,A,20180924,300,106071,,Q,Bernard Tomic,R,193,AUS,25.9,104926,1,,Fabio Fognini,R,178,ITA,31.3,6-1 3-6 7-6(7),3,F,135,12,0,102,71,50,9,14,7,11,7,7,106,65,41,17,14,8,13,123,453,13,2120
2023-7581,Chengdu,Hard,32,A,20230920,300,100644,1,,Alexander Zverev,R,198,GER,26.4,126128,,,Roman Safiullin,R,185,RUS,26.1,6-7(2) 7-6(5) 6-3,3,F,176,10,1,106,81,62,13,17,1,2,8,4,109,68,49,24,16,8,10,10,3030,55,902
2007-891,Chennai,Hard,32,A,20070101,31,103598,3,,Xavier Malisse,R,185,BEL,26.4,102905,,,Stefan Koubek,L,175,AUT,29.9,6-1 6-3,3,F,61,6,0,47,31,23,10,8,2,3,0,2,47,26,15,6,8,2,7,37,910,80,490
2015-891,Chennai,Hard,28,A,20150105,27,104527,1,,Stan Wawrinka,R,183,SUI,29.7,105379,,Q,Aljaz Bedene,R,181,SLO,25.4,6-3 6-4,3,F,70,2,1,59,39,29,13,10,0,0,7,2,52,33,25,9,9,2,4,4,5120,156,325
2017-0891,Chennai,Hard,32,A,20170102,300,105138,2,,Roberto Bautista Agut,R,183,ESP,28.7,106421,,,Daniil Medvedev,R,198,RUS,20.8,6-3 6-4,3,F,73,4,1,49,38,32,9,10,0,0,8,4,63,42,30,9,9,2,4,14,2350,99,611
2012-891,Chennai,Hard,28,A,20120102,27,105683,4,,Milos Raonic,R,196,CAN,21,104386,1,,Janko Tipsarevic,R,180,SRB,27.5,6-7(4) 7-6(4) 7-6(4),3,F,194,35,1,113,83,73,15,18,4,4,8,2,138,83,59,34,18,9,9,31,1255,9,2595
2003-891,Chennai,Hard,32,A,20021230,31,103387,2,,Paradorn Srichaphan,R,185,THA,23.5,102344,,,Karol Kucera,R,188,SVK,28.8,6-3 6-1,3,F,68,5,6,53,22,19,17,8,2,2,2,1,51,33,17,8,8,3,7,16,1646,83,483
2000-891,Chennai,Hard,32,A,20000103,31,102259,4,,Jerome Golmard,L,188,FRA,26.2,103082,,,Markus Hantschk,R,188,GER,22.1,6-3 6-7(6) 6-3,3,F,148,8,1,88,65,49,13,14,2,3,10,4,123,74,53,18,16,9,14,35,1024,128,367
1998-891,Chennai,Hard,32,A,19980406,31,102158,1,,Patrick Rafter,R,185,AUS,25.2,102025,5,,Mikael Tillstrom,R,185,SWE,26,6-3 6-4,3,F,74,3,2,65,42,30,11,10,7,9,2,6,54,29,12,15,9,3,7,4,3211,86,546
2005-891,Chennai,Hard,32,A,20050103,31,102845,1,,Carlos Moya,R,190,ESP,28.3,103387,2,,Paradorn Srichaphan,R,185,THA,25.5,3-6 6-4 7-6(5),3,F,152,4,6,100,63,47,10,15,5,10,7,7,107,61,45,19,16,5,10,5,2520,27,1130
2013-891,Chennai,Hard,28,A,20121231,27,104386,2,,Janko Tipsarevic,R,180,SRB,28.5,105138,,,Roberto Bautista Agut,R,183,ESP,24.7,3-6 6-1 6-3,3,F,109,8,1,66,37,32,14,12,0,1,5,3,79,52,31,15,13,3,7,9,2990,80,648
2011-891,Chennai,Hard,32,A,20110103,31,104527,3,,Stan Wawrinka,R,183,SUI,25.7,103598,7,,Xavier Malisse,R,185,BEL,30.4,7-5 4-6 6-1,3,F,134,5,0,90,54,40,22,15,3,5,1,2,83,44,32,21,14,4,8,21,1755,60,816
2009-891,Chennai,Hard,32,A,20090105,31,105227,3,,Marin Cilic,R,198,CRO,20.2,104500,,WC,Somdev Devvarman,R,180,IND,23.8,6-4 7-6(3),3,F,120,9,1,81,42,31,23,11,9,10,1,3,71,41,31,13,11,2,4,27,2250,202,412
2008-891,Chennai,Hard,32,A,20071231,31,104022,4,,Mikhail Youzhny,R,183,RUS,25.5,104745,1,,Rafael Nadal,L,185,ESP,21.5,6-0 6-1,3,F,57,9,0,33,23,21,7,7,0,0,1,1,32,21,10,2,6,1,6,19,1570,2,5735
2006-891,Chennai,Hard,32,A,20060102,31,103344,1,,Ivan Ljubicic,R,193,CRO,26.7,102845,3,,Carlos Moya,R,190,ESP,29.3,7-6(6) 6-2,3,F,101,12,4,63,40,35,12,10,2,2,5,2,93,56,39,15,10,7,9,9,2180,31,940
2014-891,Chennai,Hard,28,A,20131230,27,104527,1,,Stan Wawrinka,R,183,SUI,28.7,104273,7,,Edouard Roger Vasselin,R,188,FRA,30,7-5 6-2,3,F,96,5,2,63,35,25,20,10,1,1,1,1,79,54,36,9,10,5,8,8,3730,52,908
2001-891,Chennai,Hard,32,A,20010101,31,103420,,,Michal Tabara,R,175,CZE,21.3,102911,,,Andrei Stoliarov,R,178,RUS,23.9,6-2 7-6(4),3,F,84,10,3,71,37,27,20,10,4,5,1,1,62,34,24,13,10,0,3,96,424,122,315
2002-891,Chennai,Hard,32,A,20011231,31,103084,1,,Guillermo Canas,R,185,ARG,24,103387,,,Paradorn Srichaphan,R,185,THA,22.5,6-4 7-6(2),3,F,106,1,1,59,38,29,13,11,0,2,3,3,84,50,30,17,11,10,13,15,1572,120,354
2004-891,Chennai,Hard,32,A,20040105,31,102845,1,,Carlos Moya,R,190,ESP,27.3,103387,2,,Paradorn Srichaphan,R,185,THA,24.5,6-4 3-6 7-6(5),3,F,115,8,4,93,49,40,25,16,0,2,9,2,90,64,50,14,15,0,1,7,2280,11,1595
2016-0891,Chennai,Hard,32,A,20160104,300,104527,1,,Stan Wawrinka,R,183,SUI,30.7,106432,8,,Borna Coric,R,188,CRO,19.1,6-3 7-5,3,F,86,15,3,69,38,34,18,11,5,5,2,1,63,39,27,12,10,1,3,4,6865,44,941
2010-891,Chennai,Hard,32,A,20100104,31,105227,2,,Marin Cilic,R,198,CRO,21.2,104527,3,,Stan Wawrinka,R,183,SUI,24.7,7-6(2) 7-6(3),3,F,161,2,1,83,47,34,22,12,3,5,5,0,88,52,32,22,12,6,8,14,2430,21,1635
1999-891,Chennai,Hard,32,A,19990405,31,101647,4,,Byron Black,R,175,ZIM,29.4,102783,7,,Rainer Schuettler,R,180,GER,22.9,6-4 1-6 6-3,3,F,99,5,3,72,43,30,14,13,1,5,2,7,84,49,33,17,13,6,10,29,1164,71,676
2009-422,Cincinnati Masters,Hard,56,M,20090816,55,103819,1,,Roger Federer,R,185,SUI,28,104925,4,,Novak Djokovic,R,188,SRB,22.2,6-1 7-5,3,F,127,7,0,60,33,28,15,10,3,4,3,1,81,55,33,9,9,11,15,1,11040,4,7150
2022-0422,Cincinnati Masters,Hard,64,M,20220815,300,106432,,PR,Borna Coric,R,188,CRO,25.7,126774,4,,Stefanos Tsitsipas,R,193,GRE,24,7-6(0) 6-2,3,F,117,7,2,72,43,36,14,10,6,7,6,4,68,44,28,11,10,9,12,152,360,7,4650
2021-0422,Cincinnati Masters,Hard,64,M,20210816,300,100644,3,,Alexander Zverev,R,198,GER,24.3,126094,4,,Andrey Rublev,R,188,RUS,23.8,6-2 6-3,3,F,59,6,4,39,28,26,5,8,0,1,11,0,55,39,26,2,9,5,10,5,7263,7,6005
2014-422,Cincinnati Masters,Hard,56,M,20140810,55,103819,2,,Roger Federer,R,185,SUI,33,103970,6,,David Ferrer,R,175,ESP,32.3,6-3 1-6 6-2,3,F,102,6,2,74,47,36,13,12,9,11,3,3,88,54,38,14,12,11,14,3,6670,6,4255
2006-422,Cincinnati Masters,Hard,64,M,20060814,63,104053,9,,Andy Roddick,R,188,USA,23.9,103507,,,Juan Carlos Ferrero,R,183,ESP,26.5,6-3 6-4,3,F,70,17,2,55,38,28,9,10,2,4,9,2,54,36,24,5,9,3,7,12,1740,31,1015
2008-422,Cincinnati Masters,Hard,56,M,20080728,55,104918,8,,Andy Murray,R,190,GBR,21.2,104925,3,,Novak Djokovic,R,188,SRB,21.1,7-6(4) 7-6(5),3,F,143,1,2,88,46,32,26,12,3,5,6,6,96,55,36,21,12,2,4,9,1835,3,5055
2015-422,Cincinnati Masters,Hard,56,M,20150816,55,103819,2,,Roger Federer,R,185,SUI,34,104925,1,,Novak Djokovic,R,188,SRB,28.2,7-6(1) 6-3,3,F,90,7,2,61,35,29,19,11,0,0,5,4,79,47,33,15,10,7,8,3,8065,1,14265
2012-422,Cincinnati Masters,Hard,56,M,20120812,55,103819,1,,Roger Federer,R,185,SUI,31,104925,2,,Novak Djokovic,R,188,SRB,25.2,6-0 7-6(7),3,F,80,8,1,56,33,27,15,9,0,0,2,5,61,35,23,13,9,1,4,1,11345,2,11270
2001-422,Cincinnati Masters,Hard,64,M,20010806,63,102856,1,,Gustavo Kuerten,R,190,BRA,24.9,102158,8,,Patrick Rafter,R,185,AUS,28.6,6-1 6-3,3,F,60,8,2,49,27,22,13,8,2,2,2,4,50,29,19,8,8,2,6,1,4305,7,2345
2004-422,Cincinnati Masters,Hard,64,M,20040802,63,101736,11,,Andre Agassi,R,180,USA,34.2,103720,10,,Lleyton Hewitt,R,180,AUS,23.4,6-3 3-6 6-2,3,F,107,7,1,77,47,36,17,13,4,5,13,5,79,33,29,22,13,2,5,11,1890,10,1945
2016-M024,Cincinnati Masters,Hard,64,M,20160815,300,105227,12,,Marin Cilic,R,198,CRO,27.8,104918,1,,Andy Murray,R,190,GBR,29.2,6-4 7-5,3,F,94,7,1,58,34,28,15,11,1,2,1,3,64,43,31,11,11,5,8,14,2605,2,9065
2020-M024,Cincinnati Masters,Hard,64,M,20200824,300,104925,1,,Novak Djokovic,R,188,SRB,33.2,105683,,,Milos Raonic,R,196,CAN,29.6,1-6 6-3 6-4,3,F,120,2,5,76,39,29,18,13,2,5,10,3,71,46,35,10,13,2,5,1,10220,30,1350
2024-0422,Cincinnati Masters,Hard,64,M,20240812,300,206173,1,,Jannik Sinner,R,191,ITA,22.9,126207,,,Frances Tiafoe,R,188,USA,26.5,7-6(4) 6-2,3,F,96,13,2,58,33,28,19,10,3,3,5,2,84,46,32,18,10,6,8,1,8770,26,1515
2003-422,Cincinnati Masters,Hard,64,M,20030811,63,104053,7,,Andy Roddick,R,188,USA,20.9,103888,,,Mardy Fish,R,188,USA,21.6,4-6 7-6(3) 7-6(4),3,F,149,13,6,111,66,55,25,17,5,6,8,9,131,69,55,31,17,5,5,4,3005,41,860
1998-422,Cincinnati Masters,Hard,56,M,19980810,55,102158,5,,Patrick Rafter,R,185,AUS,25.6,101948,1,,Pete Sampras,R,185,USA,26.9,1-6 7-6(2) 6-4,3,F,142,9,4,100,69,46,19,14,4,6,20,4,107,59,44,26,15,6,7,3,3306,2,3421
1999-422,Cincinnati Masters,Hard,56,M,19990809,55,101948,1,,Pete Sampras,R,185,USA,27.9,102158,2,,Patrick Rafter,R,185,AUS,26.6,7-6(7) 6-3,3,F,78,12,4,67,45,36,15,11,1,2,4,2,59,32,23,17,10,0,2,1,3705,4,3271
2002-422,Cincinnati Masters,Hard,64,M,20020805,63,102845,16,,Carlos Moya,R,190,ESP,25.9,103720,1,,Lleyton Hewitt,R,180,AUS,21.4,7-5 7-6(5),3,F,122,6,3,86,48,33,19,12,8,11,8,5,87,36,26,22,12,8,12,17,1585,1,5080
2023-0422,Cincinnati Masters,Hard,64,M,20230814,300,104925,2,,Novak Djokovic,R,188,SRB,36.2,207989,1,,Carlos Alcaraz,R,183,ESP,20.2,5-7 7-6(7) 7-6(4),3,F,229,2,5,128,73,49,35,18,6,10,11,5,133,85,61,23,18,13,16,2,8795,1,9395
2005-422,Cincinnati Masters,Hard,64,M,20050815,63,103819,1,,Roger Federer,R,185,SUI,24,104053,5,,Andy Roddick,R,188,USA,22.9,6-3 7-5,3,F,75,5,1,50,32,28,10,10,1,2,11,1,59,33,24,12,11,2,6,1,6500,5,3130
2007-422,Cincinnati Masters,Hard,56,M,20070813,55,103819,1,,Roger Federer,R,185,SUI,26,103484,9,,James Blake,R,185,USA,27.6,6-1 6-4,3,F,65,9,2,66,40,33,11,9,5,5,3,4,47,24,15,11,8,3,6,1,7140,8,1995
2011-422,Cincinnati Masters,Hard,56,M,20110814,55,104918,4,,Andy Murray,R,190,GBR,24.2,104925,1,,Novak Djokovic,R,188,SRB,24.2,6-4 3-0 RET,3,F,72,1,0,34,19,16,8,6,1,2,0,1,50,33,18,5,7,2,6,4,5715,1,13500
2018-M024,Cincinnati Masters,Hard,64,M,20180813,300,104925,10,,Novak Djokovic,R,188,SRB,31.2,103819,2,,Roger Federer,R,185,SUI,37,6-4 6-4,3,F,84,4,2,53,35,25,14,10,0,1,11,4,77,45,30,15,10,3,6,10,3445,2,6480
2010-422,Cincinnati Masters,Hard,56,M,20100815,55,103819,3,,Roger Federer,R,185,SUI,29,103888,,WC,Mardy Fish,R,188,USA,28.6,6-7(5) 7-6(1) 6-4,3,F,160,11,1,110,70,54,27,17,1,1,17,3,128,72,52,32,17,4,5,2,7215,36,1151
2019-M024,Cincinnati Masters,Hard,64,M,20190812,300,106421,9,,Daniil Medvedev,R,198,RUS,23.4,105676,16,,David Goffin,R,180,BEL,28.6,7-6(3) 6-4,3,F,99,10,1,57,30,27,17,11,2,3,5,7,78,42,28,16,11,3,5,8,3230,19,1815
2017-M024,Cincinnati Masters,Hard,64,M,20170814,300,105777,7,,Grigor Dimitrov,R,188,BUL,26.2,106401,,,Nick Kyrgios,R,193,AUS,22.2,6-3 7-5,3,F,85,6,5,59,33,28,18,11,2,2,15,4,60,42,31,8,10,2,4,11,3070,23,1770
2013-422,Cincinnati Masters,Hard,56,M,20130811,55,104745,4,,Rafael Nadal,L,185,ESP,27.1,104545,,,John Isner,R,206,USA,28.2,7-6(8) 7-6(3),3,F,115,6,2,77,56,47,15,12,3,3,11,1,81,62,46,13,12,0,0,3,7860,22,1585
2000-422,Cincinnati Masters,Hard,64,M,20000807,63,102358,7,,Thomas Enqvist,R,190,SWE,26.4,102450,15,,Tim Henman,R,185,GBR,25.9,7-6(5) 6-4,3,F,108,12,3,90,44,37,23,11,7,7,9,6,74,43,33,15,11,4,5,8,2097,16,1398
2020-9404,Cologne 1,Hard,32,A,20201012,300,100644,1,,Alexander Zverev,R,198,GER,23.4,200000,3,,Felix Auger Aliassime,R,193,CAN,20.1,6-3 6-3,3,F,79,1,5,47,25,20,15,9,2,3,1,3,58,34,20,12,9,6,10,7,4650,22,2021
2020-9406,Cologne 2,Hard,32,A,20201019,300,100644,1,,Alexander Zverev,R,198,GER,23.4,106043,2,,Diego Schwartzman,R,170,ARG,28.1,6-2 6-1,3,F,71,9,0,45,29,24,8,7,1,1,0,5,55,33,21,5,8,3,8,7,4855,9,3180
2002-481,Copenhagen,Hard,32,A,20020211,31,102694,,,Lars Burgsmuller,R,183,GER,26.1,103694,,,Olivier Rochus,R,168,BEL,21,6-3 6-3,3,F,65,5,0,47,30,26,11,9,1,1,1,3,54,29,18,14,9,4,7,93,437,96,434
2000-481,Copenhagen,Hard,32,A,20000228,31,103714,,,Andreas Vinciguerra,L,180,SWE,19,101723,3,,Magnus Larsson,R,193,SWE,29.9,6-3 7-6(5),3,F,75,4,0,65,37,26,20,10,6,7,8,0,66,39,28,14,11,2,5,80,510,48,768
2001-481,Copenhagen,Hard,32,A,20010212,31,102450,1,,Tim Henman,R,185,GBR,26.4,103714,4,,Andreas Vinciguerra,L,180,SWE,19.9,6-3 6-4,3,F,74,13,4,54,33,29,11,10,0,1,1,1,54,32,19,13,9,4,7,10,2020,47,820
1998-481,Copenhagen,Carpet,32,A,19980309,31,101320,2,,Magnus Gustafsson,R,185,SWE,31.1,102184,,,David Prinosil,R,185,GER,24.9,3-6 6-1 6-1,3,F,84,5,7,63,35,32,13,11,2,3,8,8,85,45,32,15,12,7,12,37,1069,121,386
1999-481,Copenhagen,Carpet,32,A,19990301,31,101320,3,,Magnus Gustafsson,R,185,SWE,32.1,102148,4,,Fabrice Santoro,R,178,FRA,26.2,6-4 6-1,3,F,62,4,1,48,35,26,6,8,2,3,1,2,56,35,17,9,9,5,10,32,1100,41,999
2003-481,Copenhagen,Hard,32,A,20030224,31,102344,3,,Karol Kucera,R,188,SVK,28.9,103694,,,Olivier Rochus,R,168,BEL,22,7-6(4) 6-4,3,F,100,8,5,67,33,27,19,11,3,5,1,4,82,42,22,25,11,7,10,53,683,84,500
1998-499,Coral Springs,Clay,32,A,19980504,31,102776,,Q,Andrew Ilie,R,180,AUS,22,102106,8,,Davide Sanguinetti,R,188,ITA,25.6,7-5 6-4,3,F,88,2,5,78,33,25,24,11,8,10,6,1,72,39,28,12,11,2,6,169,271,83,574
2022-9158,Cordoba,Clay,32,A,20220131,300,105077,6,,Albert Ramos,L,188,ESP,34,126214,,Q,Alejandro Tabilo,L,188,CHI,24.6,4-6 6-3 6-4,3,F,160,3,1,91,56,32,16,14,5,10,8,3,114,66,39,19,15,8,15,44,1259,144,483
2021-9158,Cordoba,Clay,32,A,20210222,300,207678,,Q,Juan Manuel Cerundolo,L,183,ARG,19.2,105077,5,,Albert Ramos,L,188,ESP,33.1,6-0 2-6 6-2,3,F,113,0,4,80,57,35,12,11,8,11,1,3,70,49,25,11,11,7,13,335,132,47,1210
2019-9158,Cordoba,Clay,32,A,20190204,300,106228,,WC,Juan Ignacio Londero,R,180,ARG,25.4,105550,8,,Guido Pella,L,185,ARG,28.7,3-6 7-5 6-1,3,F,123,9,3,79,45,39,13,14,3,6,4,2,96,59,42,12,14,7,12,112,498,59,790
2020-9158,Cordoba,Clay,32,A,20200203,300,106426,3,,Cristian Garin,R,185,CHI,23.6,106043,1,,Diego Schwartzman,R,170,ARG,27.4,2-6 6-4 6-0,3,F,124,2,3,82,52,35,10,12,9,13,0,3,79,48,24,17,12,4,10,31,1320,14,2220
2024-9158,Cordoba,Clay,32,A,20240205,300,209260,,Q,Luciano Darderi,R,183,ITA,21.9,105487,,Q,Facundo Bagnis,L,183,ARG,33.9,6-1 6-4,3,F,84,8,0,50,27,21,14,9,1,2,1,1,60,37,19,10,8,6,10,136,491,207,295
2023-9158,Cordoba,Clay,32,A,20230206,300,202104,4,,Sebastian Baez,R,170,ARG,22.1,105948,6,,Federico Coria,R,180,ARG,30.9,6-1 3-6 6-3,3,F,110,1,1,86,52,38,19,13,2,4,0,5,67,41,24,18,12,2,6,47,895,67,775
2005-533,Costa Do Sauipe,Clay,32,A,20050214,31,104745,6,,Rafael Nadal,L,185,ESP,18.7,103252,,,Alberto Martin,R,175,ESP,26.4,6-0 6-7(2) 6-1,3,F,126,0,2,74,50,31,12,12,5,8,1,2,84,45,25,13,13,6,15,48,790,61,610
2011-533,Costa Do Sauipe,Clay,28,A,20110207,27,104597,1,,Nicolas Almagro,R,183,ESP,25.4,105238,4,,Alexandr Dolgopolov,R,180,UKR,22.2,6-3 7-6(3),3,F,89,3,1,71,39,30,20,11,0,0,5,1,56,31,24,17,10,4,5,13,2160,32,1273
2009-533,Costa Do Sauipe,Clay,32,A,20090209,31,103990,2,,Tommy Robredo,R,180,ESP,26.7,105064,,,Thomaz Bellucci,L,188,BRA,21.1,6-3 3-6 6-4,3,F,133,1,4,82,47,32,22,14,3,5,7,2,87,56,38,15,14,2,5,19,2510,84,1008
2007-533,Costa Do Sauipe,Clay,32,A,20070212,31,103084,,WC,Guillermo Canas,R,185,ARG,29.2,103507,1,,Juan Carlos Ferrero,R,183,ESP,27,7-6(4) 6-2,3,F,121,5,3,72,38,31,17,10,4,5,1,1,65,49,28,10,10,3,6,107,409,27,1040
